MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
9,26,2,28.37,0
9,26,3,28.6,0
9,26,4,28.76,0
9,26,5,28.77,0
9,26,6,28.91,79.84
9,26,7,29.48,227.92
9,26,8,30.77,383.38
9,26,9,31.46,567.15
9,26,10,31.88,688.46
9,26,11,32.19,937.59
9,26,12,32.23,932.41
9,26,13,31.88,776.63
9,26,14,31.4,563.12
9,26,15,30.77,438.77
9,26,16,30.24,209.92
9,26,17,29.65,39.16
9,26,18,29.11,0
9,26,19,29.02,0
9,26,20,28.98,0
9,26,21,28.94,0
9,26,22,28.88,0
9,26,23,28.77,0
9,27,0,28.65,0
9,27,1,28.56,0
9,27,2,28.59,0
9,27,3,28.52,0
9,27,4,28.41,0
9,27,5,28.35,0
9,27,6,28.44,100.27
9,27,7,29.08,322.07
9,27,8,30.2,575.18
9,27,9,31.41,730.27
9,27,10,32.54,890.6
9,27,11,33.4,863.1
9,27,12,33.93,847.73
9,27,13,33.89,764.02
9,27,14,33.2,678.87
9,27,15,32.04,438.77
9,27,16,30.95,214.45
9,27,17,30.08,34.6
9,27,18,29.49,0
9,27,19,29.28,0
9,27,20,29.18,0
9,27,21,29.12,0
9,27,22,29.01,0
9,27,23,28.85,0
9,28,0,28.72,0
9,28,1,28.61,0
9,28,2,28.51,0
9,28,3,28.41,0
9,28,4,28.27,0
9,28,5,28.08,0
9,28,6,28.37,114.81
9,28,7,29.31,354.17
9,28,8,30.28,588.8
9,28,9,31.28,731.73
9,28,10,32.18,910.26
9,28,11,32.91,950.08
9,28,12,32.99,879.05
9,28,13,32.71,822.11
9,28,14,32.15,686.68
9,28,15,31.37,481.68
9,28,16,30.55,239.28
9,28,17,29.65,38.3
9,28,18,29.05,0
9,28,19,28.84,0
9,28,20,28.7,0
9,28,21,28.65,0
9,28,22,28.64,0
9,28,23,28.64,0
9,29,0,28.62,0
9,29,1,28.53,0
9,29,2,28.41,0
9,29,3,28.39,0
9,29,4,28.37,0
9,29,5,28.31,0
9,29,6,28.55,103.94
9,29,7,29.46,339.21
9,29,8,30.73,569.23
9,29,9,31.64,773.41
9,29,10,31.46,899.41
9,29,11,31.83,949.15
9,29,12,32.06,882.27
9,29,13,32.09,807.35
9,29,14,31.87,636.59
9,29,15,31.52,325.72
9,29,16,31.04,146.23
9,29,17,29.66,22.84
9,29,18,29.11,0
9,29,19,28.96,0
9,29,20,28.87,0
9,29,21,28.86,0
9,29,22,28.83,0
9,29,23,28.8,0
9,30,0,28.8,0
9,30,1,28.76,0
9,30,2,28.69,0
9,30,3,28.69,0
9,30,4,28.71,0
9,30,5,28.73,0
9,30,6,28.8,104.98
9,30,7,29.23,338.15
9,30,8,29.8,580.89
9,30,9,30.16,771.24
9,30,10,30.49,887.35
9,30,11,30.8,910.2
9,30,12,31.01,846.1
9,30,13,30.97,735.88
9,30,14,30.69,611.48
9,30,15,30.23,332.76
9,30,16,29.87,117.36
9,30,17,29.47,22.31
9,30,18,29.17,0
9,30,19,29.2,0
9,30,20,29.2,0
9,30,21,29.19,0
9,30,22,29.18,0
9,30,23,29.05,0
10,1,0,28.98,0
10,1,1,28.94,0
10,1,2,28.88,0
10,1,3,28.8,0
10,1,4,28.7,0
10,1,5,28.65,0
10,1,6,28.77,71.97
10,1,7,29.19,223.41
10,1,8,29.66,400.15
10,1,9,30.35,613.77
10,1,10,30.88,742.86
10,1,11,31.34,781.78
10,1,12,31.71,703.56
10,1,13,31.79,647.22
10,1,14,31.54,408.77
10,1,15,31.71,152.61
10,1,16,31.67,51.84
10,1,17,30.65,13.04
10,1,18,29.78,0
10,1,19,29.34,0
10,1,20,29.16,0
10,1,21,29.05,0
10,1,22,28.95,0
10,1,23,28.82,0
10,2,0,28.72,0
10,2,1,28.58,0
10,2,2,28.46,0
10,2,3,28.41,0
10,2,4,28.41,0
10,2,5,28.48,0
10,2,6,28.6,101.48
10,2,7,28.95,266.98
10,2,8,29.63,450.39
10,2,9,30.44,658.74
10,2,10,30.98,829.84
10,2,11,31.4,752.41
10,2,12,31.69,761.07
10,2,13,31.72,671.46
10,2,14,31.43,399.37
10,2,15,30.91,279.75
10,2,16,30.19,90.58
10,2,17,29.26,18.44
10,2,18,28.72,0
10,2,19,28.61,0
10,2,20,28.56,0
10,2,21,28.45,0
10,2,22,28.31,0
10,2,23,28.17,0
10,3,0,28.05,0
10,3,1,28.02,0
10,3,2,27.93,0
10,3,3,27.87,0
10,3,4,27.87,0
10,3,5,27.84,0
10,3,6,28.19,76.18
10,3,7,29.35,243.48
10,3,8,30.32,449.48
10,3,9,30.91,588.87
10,3,10,31.3,721.78
10,3,11,31.46,720.45
10,3,12,31.44,683.96
10,3,13,31.19,526.42
10,3,14,30.65,378.94
10,3,15,30.31,166.88
10,3,16,29.7,66.02
10,3,17,28.92,16.69
10,3,18,28.49,0
10,3,19,28.3,0
10,3,20,28.1,0
10,3,21,27.92,0
10,3,22,27.73,0
10,3,23,27.51,0
10,4,0,27.35,0
10,4,1,27.26,0
10,4,2,27.22,0
10,4,3,27.19,0
10,4,4,27.16,0
10,4,5,27.12,0
10,4,6,27.38,15.03
10,4,7,28.33,45.14
10,4,8,30.69,139.7
10,4,9,30.51,276.8
10,4,10,30.81,354.98
10,4,11,30.83,470.41
10,4,12,30.89,504.65
10,4,13,30.92,456.91
10,4,14,30.7,339.02
10,4,15,30.33,253.86
10,4,16,29.76,130.55
10,4,17,29.01,20.81
10,4,18,28.38,0
10,4,19,28.29,0
10,4,20,28.23,0
10,4,21,28.23,0
10,4,22,28.17,0
10,4,23,28.08,0
10,5,0,28.01,0
10,5,1,28,0
10,5,2,28.11,0
10,5,3,28.15,0
10,5,4,28.14,0
10,5,5,28.13,0
10,5,6,28.23,66.12
10,5,7,28.8,189.08
10,5,8,30.8,370.27
10,5,9,30.63,528.88
10,5,10,31.1,525.89
10,5,11,31.21,539.9
10,5,12,30.94,662.32
10,5,13,30.6,607.58
10,5,14,30.18,506.21
10,5,15,29.7,280.55
10,5,16,29.23,110.75
10,5,17,28.75,19.89
10,5,18,28.35,0
10,5,19,28.29,0
10,5,20,28.26,0
10,5,21,28.23,0
10,5,22,28.23,0
10,5,23,28.16,0
10,6,0,28.1,0
10,6,1,27.95,0
10,6,2,27.8,0
10,6,3,27.73,0
10,6,4,27.66,0
10,6,5,27.63,0
10,6,6,27.86,82.49
10,6,7,28.58,292.33
10,6,8,29.54,456.95
10,6,9,30.66,689.16
10,6,10,30.48,758.91
10,6,11,30.69,837.1
10,6,12,30.99,805.66
10,6,13,31.05,630.48
10,6,14,30.85,402.42
10,6,15,30.64,230.16
10,6,16,30.72,53.34
10,6,17,29.39,16.11
10,6,18,28.65,0
10,6,19,28.47,0
10,6,20,28.37,0
10,6,21,28.3,0
10,6,22,28.21,0
10,6,23,28.09,0
10,7,0,27.94,0
10,7,1,27.76,0
10,7,2,27.58,0
10,7,3,27.4,0
10,7,4,27.23,0
10,7,5,27.13,0
10,7,6,27.26,91.3
10,7,7,27.66,321.17
10,7,8,28.17,553.12
10,7,9,28.72,747.23
10,7,10,29.18,842.22
10,7,11,29.62,848.01
10,7,12,29.83,816.57
10,7,13,29.79,721.67
10,7,14,29.58,582.38
10,7,15,29.44,306.59
10,7,16,29.26,120.16
10,7,17,28.9,21.83
10,7,18,28.62,0
10,7,19,28.66,0
10,7,20,28.68,0
10,7,21,28.63,0
10,7,22,28.53,0
10,7,23,28.44,0
10,8,0,28.34,0
10,8,1,28.23,0
10,8,2,28.18,0
10,8,3,28.12,0
10,8,4,28.06,0
10,8,5,28.05,0
10,8,6,28.18,108.96
10,8,7,28.58,314.37
10,8,8,29,526.2
10,8,9,29.58,672.51
10,8,10,30.08,711.95
10,8,11,30.48,649.93
10,8,12,30.65,505.32
10,8,13,30.55,171.39
10,8,14,30.21,58.09
10,8,15,29.75,34.98
10,8,16,29.33,29.19
10,8,17,28.74,12.45
10,8,18,28.33,0
10,8,19,28.22,0
10,8,20,28.15,0
10,8,21,28.04,0
10,8,22,28.03,0
10,8,23,28.17,0
10,9,0,28.32,0
10,9,1,28.37,0
10,9,2,28.4,0
10,9,3,28.51,0
10,9,4,28.65,0
10,9,5,28.69,0
10,9,6,28.61,104.68
10,9,7,28.92,334.2
10,9,8,29.76,559.13
10,9,9,29.87,740.05
10,9,10,30.06,851.63
10,9,11,30.28,869.2
10,9,12,30.4,810.38
10,9,13,30.3,754.67
10,9,14,30.11,668.95
10,9,15,29.9,435.45
10,9,16,29.59,193.08
10,9,17,29.09,26.31
10,9,18,28.69,0
10,9,19,28.58,0
10,9,20,28.65,0
10,9,21,28.67,0
10,9,22,28.52,0
10,9,23,28.3,0
10,10,0,28.05,0
10,10,1,27.85,0
10,10,2,27.68,0
10,10,3,27.58,0
10,10,4,27.54,0
10,10,5,27.64,0
10,10,6,27.94,101.7
10,10,7,28.6,290.66
10,10,8,30.06,486.8
10,10,9,30.94,592.67
10,10,10,31.43,775.66
10,10,11,31.58,844.53
10,10,12,31.56,813.73
10,10,13,31.37,725.91
10,10,14,31.1,573.72
10,10,15,30.76,366.68
10,10,16,30.25,170.91
10,10,17,29.69,25.73
10,10,18,29.42,0
10,10,19,29.38,0
10,10,20,29.35,0
10,10,21,29.33,0
10,10,22,29.27,0
10,10,23,29.1,0
10,11,0,28.9,0
10,11,1,28.8,0
10,11,2,28.67,0
10,11,3,28.54,0
10,11,4,28.4,0
10,11,5,28.3,0
10,11,6,28.32,88.32
10,11,7,28.73,293.98
10,11,8,29.48,521.15
10,11,9,30.36,711.88
10,11,10,31.25,750.24
10,11,11,31.94,835.84
10,11,12,32.41,844.88
10,11,13,32.71,767.8
10,11,14,32.32,600.99
10,11,15,31.53,403.23
10,11,16,30.62,192.41
10,11,17,29.74,26.66
10,11,18,29.28,0
10,11,19,29.22,0
10,11,20,29.19,0
10,11,21,29.17,0
10,11,22,29.11,0
10,11,23,29.01,0
10,12,0,28.91,0
10,12,1,28.77,0
10,12,2,28.65,0
10,12,3,28.57,0
10,12,4,28.49,0
10,12,5,28.5,0
10,12,6,28.8,109.6
10,12,7,29.77,343.34
10,12,8,31.16,572.56
10,12,9,31.77,581.7
10,12,10,31.29,806.97
10,12,11,31.55,805.16
10,12,12,31.81,807.78
10,12,13,32.01,661.95
10,12,14,31.88,412.19
10,12,15,31.41,269.2
10,12,16,31.56,131.12
10,12,17,30.66,20.7
10,12,18,29.69,0
10,12,19,29.32,0
10,12,20,29.06,0
10,12,21,28.83,0
10,12,22,28.63,0
10,12,23,28.51,0
10,13,0,28.43,0
10,13,1,28.4,0
10,13,2,28.43,0
10,13,3,28.48,0
10,13,4,28.48,0
10,13,5,28.48,0
10,13,6,28.8,117.25
10,13,7,30.01,356.83
10,13,8,31.96,590.37
10,13,9,32.01,769.34
10,13,10,32.63,903.88
10,13,11,33.05,907.67
10,13,12,33.08,847.48
10,13,13,32.69,772.4
10,13,14,31.88,625.66
10,13,15,31.06,411.77
10,13,16,30.28,172.49
10,13,17,29.63,17.9
10,13,18,29.23,0
10,13,19,29.1,0
10,13,20,28.99,0
10,13,21,28.9,0
10,13,22,28.8,0
10,13,23,28.55,0
10,14,0,28.37,0
10,14,1,28.26,0
10,14,2,28.18,0
10,14,3,28.15,0
10,14,4,28.06,0
10,14,5,28.06,0
10,14,6,28.34,51.23
10,14,7,29.83,168.93
10,14,8,31.49,308.84
10,14,9,31.65,501.17
10,14,10,31.16,663.62
10,14,11,31.38,707.69
10,14,12,31.62,782.31
10,14,13,31.59,746.77
10,14,14,31.31,399.76
10,14,15,30.65,209.31
10,14,16,30.05,79.89
10,14,17,29.34,12.98
10,14,18,28.76,0
10,14,19,28.62,0
10,14,20,28.52,0
10,14,21,28.47,0
10,14,22,28.42,0
10,14,23,28.31,0
10,15,0,28.22,0
10,15,1,28.31,0
10,15,2,28.14,0
10,15,3,27.72,0
10,15,4,27.42,0
10,15,5,27.36,0
10,15,6,27.49,91.89
10,15,7,27.8,301.6
10,15,8,28.55,506.36
10,15,9,30.01,577.71
10,15,10,31.01,734.47
10,15,11,31.68,790.09
10,15,12,31.92,775.02
10,15,13,32.48,753.55
10,15,14,32.35,552.2
10,15,15,32.26,401.28
10,15,16,31.38,183.63
10,15,17,29.89,23.93
10,15,18,29.09,0
10,15,19,28.87,0
10,15,20,28.77,0
10,15,21,28.73,0
10,15,22,28.64,0
10,15,23,28.5,0
10,16,0,28.33,0
10,16,1,28.23,0
10,16,2,28.11,0
10,16,3,28.04,0
10,16,4,28.01,0
10,16,5,27.97,0
10,16,6,27.91,21.33
10,16,7,28.27,55.95
10,16,8,28.7,162
10,16,9,29.28,402.82
10,16,10,29.62,460.25
10,16,11,29.67,698.16
10,16,12,30.01,760.99
10,16,13,30.65,650.73
10,16,14,30.9,458.16
10,16,15,30.83,280.99
10,16,16,30.65,120.48
10,16,17,30.01,16.23
10,16,18,29.62,0
10,16,19,29.51,0
10,16,20,29.22,0
10,16,21,29.08,0
10,16,22,29.05,0
10,16,23,28.83,0
10,17,0,28.5,0
10,17,1,28.19,0
10,17,2,27.95,0
10,17,3,27.76,0
10,17,4,27.59,0
10,17,5,27.42,0
10,17,6,27.44,97.3
10,17,7,28.13,324.12
10,17,8,28.98,547.69
10,17,9,29.18,671.92
10,17,10,29.59,747.72
10,17,11,29.88,781.64
10,17,12,29.94,751.24
10,17,13,29.8,702.7
10,17,14,29.55,594.41
10,17,15,29.17,404.08
10,17,16,28.73,182.95
10,17,17,28.3,20.77
10,17,18,28.07,0
10,17,19,28.14,0
10,17,20,28.23,0
10,17,21,28.33,0
10,17,22,28.37,0
10,17,23,28.39,0
10,18,0,28.44,0
10,18,1,28.44,0
10,18,2,28.47,0
10,18,3,28.49,0
10,18,4,28.48,0
10,18,5,28.28,0
10,18,6,28.39,102.75
10,18,7,28.99,322.71
10,18,8,29.58,554.48
10,18,9,30.37,754.59
10,18,10,30.97,847.9
10,18,11,31.34,908.59
10,18,12,31.55,888.2
10,18,13,31.63,785.8
10,18,14,31.56,652.09
10,18,15,31.19,425.7
10,18,16,30.72,181.55
10,18,17,29.67,20.39
10,18,18,29.18,0
10,18,19,29.14,0
10,18,20,29.1,0
10,18,21,29.09,0
10,18,22,29.06,0
10,18,23,29,0
10,19,0,28.9,0
10,19,1,28.8,0
10,19,2,28.7,0
10,19,3,28.62,0
10,19,4,28.53,0
10,19,5,28.43,0
10,19,6,28.44,108.34
10,19,7,28.9,347.51
10,19,8,29.55,575.22
10,19,9,30.34,756.16
10,19,10,30.97,886.38
10,19,11,31.37,937.3
10,19,12,31.65,789.05
10,19,13,31.75,825.77
10,19,14,31.49,634.99
10,19,15,30.77,423.46
10,19,16,29.94,191.42
10,19,17,29.37,20.88
10,19,18,29.12,0
10,19,19,29.03,0
10,19,20,28.96,0
10,19,21,28.88,0
10,19,22,28.82,0
10,19,23,28.74,0
10,20,0,28.69,0
10,20,1,28.63,0
10,20,2,28.57,0
10,20,3,28.55,0
10,20,4,28.4,0
10,20,5,28.38,0
10,20,6,28.85,77.7
10,20,7,29.3,268.04
10,20,8,29.84,490.94
10,20,9,29.8,611.52
10,20,10,29.98,683.78
10,20,11,30.22,706.52
10,20,12,30.48,752.97
10,20,13,30.63,808.66
10,20,14,30.69,632.27
10,20,15,30.33,426.07
10,20,16,29.71,182.05
10,20,17,29.05,20.96
10,20,18,28.56,0
10,20,19,28.4,0
10,20,20,28.3,0
10,20,21,28.12,0
10,20,22,27.94,0
10,20,23,27.75,0
10,21,0,27.53,0
10,21,1,27.31,0
10,21,2,27.09,0
10,21,3,26.89,0
10,21,4,26.77,0
10,21,5,26.79,0
10,21,6,26.98,86.16
10,21,7,27.43,290.4
10,21,8,28.57,497.44
10,21,9,29.27,630.86
10,21,10,29.84,673.92
10,21,11,30.37,742.2
10,21,12,30.48,672.62
10,21,13,30.38,568.98
10,21,14,30.01,430.29
10,21,15,29.4,267.7
10,21,16,28.79,114.67
10,21,17,28.23,15.85
10,21,18,27.86,0
10,21,19,27.73,0
10,21,20,27.72,0
10,21,21,27.65,0
10,21,22,27.44,0
10,21,23,27.26,0
10,22,0,27.11,0
10,22,1,26.94,0
10,22,2,26.88,0
10,22,3,26.89,0
10,22,4,27.06,0
10,22,5,27.32,0
10,22,6,27.52,85.95
10,22,7,28.99,289.05
10,22,8,30.24,494.81
10,22,9,30.53,631.36
10,22,10,31.17,711.22
10,22,11,31.54,706.45
10,22,12,31.55,664.59
10,22,13,31.12,630.54
10,22,14,30.28,481.55
10,22,15,29.51,301.63
10,22,16,28.74,126.92
10,22,17,28.11,15.62
10,22,18,27.86,0
10,22,19,27.83,0
10,22,20,27.8,0
10,22,21,27.72,0
10,22,22,27.62,0
10,22,23,27.49,0
10,23,0,27.36,0
10,23,1,27.26,0
10,23,2,27.19,0
10,23,3,27.19,0
10,23,4,27.23,0
10,23,5,27.34,0
10,23,6,27.77,89.94
10,23,7,29.62,312.5
10,23,8,31.19,534.81
10,23,9,31.33,710.12
10,23,10,31.87,778.19
10,23,11,32.38,839.58
10,23,12,32.42,798.37
10,23,13,31.87,705.34
10,23,14,31.05,536.95
10,23,15,30.17,322.32
10,23,16,29.4,134.87
10,23,17,28.94,12.29
10,23,18,28.74,0
10,23,19,28.65,0
10,23,20,28.58,0
10,23,21,28.49,0
10,23,22,28.36,0
10,23,23,28.19,0
10,24,0,28.04,0
10,24,1,27.9,0
10,24,2,27.83,0
10,24,3,27.82,0
10,24,4,27.89,0
10,24,5,27.99,0
10,24,6,28.14,65.63
10,24,7,28.51,258.86
10,24,8,28.94,445.5
10,24,9,29.5,602.6
10,24,10,29.96,665.78
10,24,11,30.37,710.76
10,24,12,30.77,734.93
10,24,13,30.99,670.6
10,24,14,30.87,475.49
10,24,15,30.49,282.91
10,24,16,30.08,92.59
10,24,17,29.28,8.24
10,24,18,28.71,0
10,24,19,28.58,0
10,24,20,28.51,0
10,24,21,28.46,0
10,24,22,28.37,0
10,24,23,28.26,0
10,25,0,28.23,0
10,25,1,28.15,0
10,25,2,27.94,0
10,25,3,27.81,0
10,25,4,27.71,0
10,25,5,27.68,0
10,25,6,27.85,57.46
10,25,7,28.75,199.7
10,25,8,30.51,381.66
10,25,9,30.98,571.16
10,25,10,30.94,695.73
10,25,11,30.33,683.05
10,25,12,30.53,586.31
10,25,13,30.07,445.45
10,25,14,29.81,100.64
10,25,15,29.65,54.46
10,25,16,29.27,22.2
10,25,17,28.57,9.74
10,25,18,28.34,0
10,25,19,28.33,0
10,25,20,28.26,0
10,25,21,28.1,0
10,25,22,27.98,0
10,25,23,27.91,0
10,26,0,27.83,0
10,26,1,27.9,0
10,26,2,28.15,0
10,26,3,28.23,0
10,26,4,27.8,0
10,26,5,27.46,0
10,26,6,27.45,51.37
10,26,7,27.83,190.18
10,26,8,28.37,322.55
10,26,9,28.92,529.02
10,26,10,28.9,461
10,26,11,29.11,529.29
10,26,12,29.1,438.7
10,26,13,28.96,355.42
10,26,14,28.67,393.97
10,26,15,28.3,248.63
10,26,16,27.82,116.03
10,26,17,27.3,11.17
10,26,18,26.95,0
10,26,19,26.94,0
10,26,20,26.97,0
10,26,21,27,0
10,26,22,26.98,0
10,26,23,26.89,0
10,27,0,26.72,0
10,27,1,26.58,0
10,27,2,26.51,0
10,27,3,26.46,0
10,27,4,26.44,0
10,27,5,26.51,0
10,27,6,26.68,14.91
10,27,7,27.36,96.38
10,27,8,28.11,211.2
10,27,9,28.48,450.92
10,27,10,28.53,493.09
10,27,11,28.69,515.72
10,27,12,28.81,527.73
10,27,13,28.78,388.89
10,27,14,28.59,376.5
10,27,15,28.3,240.96
10,27,16,27.85,108.57
10,27,17,27.3,15.01
10,27,18,26.93,0
10,27,19,26.85,0
10,27,20,26.78,0
10,27,21,26.72,0
10,27,22,26.65,0
10,27,23,26.55,0
10,28,0,26.49,0
10,28,1,26.23,0
10,28,2,26,0
10,28,3,25.87,0
10,28,4,25.88,0
10,28,5,26.04,0
10,28,6,26.12,52.45
10,28,7,26.94,179.64
10,28,8,28,326.52
10,28,9,28.21,472.72
10,28,10,28.87,605.34
10,28,11,29.31,664.55
10,28,12,29.42,608.67
10,28,13,29.28,475.88
10,28,14,28.93,333.02
10,28,15,28.33,177.82
10,28,16,27.8,78.47
10,28,17,27.1,12.8
10,28,18,26.65,0
10,28,19,26.53,0
10,28,20,26.46,0
10,28,21,26.44,0
10,28,22,26.44,0
10,28,23,26.42,0
10,29,0,26.38,0
10,29,1,26.29,0
10,29,2,26.18,0
10,29,3,26.08,0
10,29,4,26.04,0
10,29,5,26.05,0
10,29,6,26.11,63.45
10,29,7,26.48,224.33
10,29,8,27.01,411.6
10,29,9,27.82,615.45
10,29,10,28.7,715.58
10,29,11,29.28,697.09
10,29,12,29.63,695.64
10,29,13,29.76,574.32
10,29,14,29.61,423.99
10,29,15,29.4,265.61
10,29,16,28.95,104.76
10,29,17,28.35,14.54
10,29,18,27.95,0
10,29,19,27.83,0
10,29,20,27.75,0
10,29,21,27.7,0
10,29,22,27.52,0
10,29,23,27.3,0
10,30,0,27.15,0
10,30,1,27.07,0
10,30,2,26.99,0
10,30,3,26.94,0
10,30,4,26.9,0
10,30,5,26.9,0
10,30,6,27.05,89.73
10,30,7,27.44,316.8
10,30,8,27.9,554.87
10,30,9,28.37,708.7
10,30,10,28.96,806.11
10,30,11,29.53,752.5
10,30,12,30.01,762.45
10,30,13,30.13,662.07
10,30,14,29.69,479.77
10,30,15,29.09,306.59
10,30,16,28.7,124.2
10,30,17,27.94,14.3
10,30,18,27.39,0
10,30,19,27.25,0
10,30,20,27.15,0
10,30,21,27.08,0
10,30,22,26.91,0
10,30,23,26.78,0
10,31,0,26.73,0
10,31,1,26.74,0
10,31,2,26.71,0
10,31,3,26.65,0
10,31,4,26.62,0
10,31,5,26.59,0
10,31,6,26.82,66.63
10,31,7,28.08,232.98
10,31,8,30.06,419.41
10,31,9,30.62,597.7
10,31,10,30.03,734.04
10,31,11,30.88,764
10,31,12,31.22,772.37
10,31,13,30.98,663.92
10,31,14,30.47,435.81
10,31,15,29.82,261.22
10,31,16,29.1,115.7
10,31,17,28.33,13.13
10,31,18,27.86,0
10,31,19,27.68,0
10,31,20,27.55,0
10,31,21,27.47,0
10,31,22,27.42,0
10,31,23,27.38,0
11,1,0,27.34,0
11,1,1,27.26,0
11,1,2,27.15,0
11,1,3,27.12,0
11,1,4,27.1,0
11,1,5,27.06,0
11,1,6,27.17,71.54
11,1,7,27.62,276.59
11,1,8,28.15,449.97
11,1,9,28.7,548.5
11,1,10,28.89,608.56
11,1,11,28.91,567.41
11,1,12,28.76,465.92
11,1,13,28.69,220.16
11,1,14,28.49,119.76
11,1,15,28.23,85.25
11,1,16,27.95,30.55
11,1,17,27.59,8.53
11,1,18,27.37,0
11,1,19,27.31,0
11,1,20,27.25,0
11,1,21,27.15,0
11,1,22,27.08,0
11,1,23,27.06,0
11,2,0,27.02,0
11,2,1,26.94,0
11,2,2,26.89,0
11,2,3,26.84,0
11,2,4,26.9,0
11,2,5,27.14,0
11,2,6,27.36,66.86
11,2,7,28.03,230.81
11,2,8,29.6,381.32
11,2,9,29.83,571.27
11,2,10,29.44,684.19
11,2,11,30.12,635.48
11,2,12,30.39,602.01
11,2,13,30.24,503.91
11,2,14,29.78,280.8
11,2,15,29.56,121.55
11,2,16,28.84,50.66
11,2,17,28.08,7.61
11,2,18,27.69,0
11,2,19,27.51,0
11,2,20,27.37,0
11,2,21,27.26,0
11,2,22,27.16,0
11,2,23,26.92,0
11,3,0,26.67,0
11,3,1,26.41,0
11,3,2,26.21,0
11,3,3,26.08,0
11,3,4,26.05,0
11,3,5,26.02,0
11,3,6,25.95,78.15
11,3,7,26.27,285.19
11,3,8,26.84,445.78
11,3,9,27.19,623.45
11,3,10,27.63,754.46
11,3,11,28.06,742.47
11,3,12,28.37,766.88
11,3,13,28.49,656.69
11,3,14,28.66,483.98
11,3,15,28.69,322.64
11,3,16,29.15,147.21
11,3,17,28.37,13.97
11,3,18,27.68,0
11,3,19,27.3,0
11,3,20,26.9,0
11,3,21,26.84,0
11,3,22,26.79,0
11,3,23,26.8,0
11,4,0,26.86,0
11,4,1,26.94,0
11,4,2,27.08,0
11,4,3,27.23,0
11,4,4,27.44,0
11,4,5,27.7,0
11,4,6,28,91.61
11,4,7,28.96,306.08
11,4,8,30.72,553.83
11,4,9,30.46,696.16
11,4,10,30.19,725.22
11,4,11,30.51,747.28
11,4,12,30.69,776.31
11,4,13,30.85,657.77
11,4,14,30.69,524.87
11,4,15,30.23,330.31
11,4,16,29.58,143.19
11,4,17,28.65,13.55
11,4,18,28.11,0
11,4,19,28.01,0
11,4,20,27.9,0
11,4,21,27.8,0
11,4,22,27.77,0
11,4,23,27.76,0
11,5,0,27.75,0
11,5,1,27.73,0
11,5,2,27.69,0
11,5,3,27.77,0
11,5,4,27.87,0
11,5,5,27.94,0
11,5,6,28.06,84.52
11,5,7,28.78,297.19
11,5,8,29.4,445.46
11,5,9,29.93,605.09
11,5,10,30.3,764.39
11,5,11,30.69,729.84
11,5,12,31.13,705.87
11,5,13,31.28,613.71
11,5,14,31.15,418.44
11,5,15,30.71,221.72
11,5,16,30.37,108.13
11,5,17,29.5,5.89
11,5,18,29,0
11,5,19,28.87,0
11,5,20,28.76,0
11,5,21,28.65,0
11,5,22,28.51,0
11,5,23,28.39,0
11,6,0,28.27,0
11,6,1,28.15,0
11,6,2,28.05,0
11,6,3,28.03,0
11,6,4,28,0
11,6,5,27.87,0
11,6,6,27.78,54.02
11,6,7,27.87,220.34
11,6,8,28.1,400.49
11,6,9,28.8,534.58
11,6,10,30.48,614.11
11,6,11,30.57,602.92
11,6,12,30.48,599.54
11,6,13,30.48,502.45
11,6,14,30.2,402.37
11,6,15,29.65,253.19
11,6,16,29.42,108.27
11,6,17,28.62,10.85
11,6,18,28.01,0
11,6,19,27.95,0
11,6,20,27.98,0
11,6,21,28.03,0
11,6,22,28.03,0
11,6,23,28,0
11,7,0,27.95,0
11,7,1,27.91,0
11,7,2,27.9,0
11,7,3,27.9,0
11,7,4,27.91,0
11,7,5,27.94,0
11,7,6,27.98,49.57
11,7,7,28.21,174.61
11,7,8,28.6,352.76
11,7,9,29.13,564.13
11,7,10,29.64,694.83
11,7,11,29.89,709.95
11,7,12,30.01,663.91
11,7,13,29.9,627.17
11,7,14,29.69,456.25
11,7,15,29.43,303.41
11,7,16,29.07,137.46
11,7,17,28.59,13.8
11,7,18,28.29,0
11,7,19,28.23,0
11,7,20,28.19,0
11,7,21,28.12,0
11,7,22,28.05,0
11,7,23,27.97,0
11,8,0,27.89,0
11,8,1,27.81,0
11,8,2,27.74,0
11,8,3,27.7,0
11,8,4,27.64,0
11,8,5,27.59,0
11,8,6,27.63,88.72
11,8,7,28,312.12
11,8,8,28.61,511.77
11,8,9,29.29,715.22
11,8,10,29.97,835.39
11,8,11,30.66,787.48
11,8,12,31.07,785.26
11,8,13,31.1,668.27
11,8,14,30.82,531.77
11,8,15,30.28,347.73
11,8,16,29.59,148.67
11,8,17,29.01,12.62
11,8,18,28.75,0
11,8,19,28.7,0
11,8,20,28.67,0
11,8,21,28.65,0
11,8,22,28.65,0
11,8,23,28.65,0
11,9,0,28.64,0
11,9,1,28.59,0
11,9,2,28.56,0
11,9,3,28.52,0
11,9,4,28.44,0
11,9,5,28.33,0
11,9,6,28.41,76.29
11,9,7,29.12,298.2
11,9,8,30.21,517.42
11,9,9,31.73,697.36
11,9,10,31.82,822.58
11,9,11,32.37,802.54
11,9,12,32.87,782.14
11,9,13,33.01,695.74
11,9,14,32.4,549.38
11,9,15,31.41,339.84
11,9,16,30.39,144.03
11,9,17,29.65,12.97
11,9,18,29.4,0
11,9,19,29.34,0
11,9,20,29.35,0
11,9,21,29.35,0
