MO,DY,HR,T2M,ALLSKY_SFC_SW_DWN
3,31,10,31.05,871.75
3,31,11,31.48,893.05
3,31,12,31.44,850.27
3,31,13,31.12,846.01
3,31,14,30.54,696.24
3,31,15,29.92,504
3,31,16,29.19,279.59
3,31,17,28.25,62.71
3,31,18,27.37,0
3,31,19,26.97,0
3,31,20,26.8,0
3,31,21,26.68,0
3,31,22,26.59,0
3,31,23,26.46,0
4,1,0,26.25,0
4,1,1,25.99,0
4,1,2,25.74,0
4,1,3,25.6,0
4,1,4,25.52,0
4,1,5,25.52,0
4,1,6,25.89,57.55
4,1,7,27.15,277.79
4,1,8,28.47,523.14
4,1,9,29.5,745.81
4,1,10,30.31,900.71
4,1,11,30.9,950.38
4,1,12,31.18,902.28
4,1,13,31.07,789.78
4,1,14,30.72,638.11
4,1,15,30.18,396.77
4,1,16,29.43,231.37
4,1,17,28.39,62.27
4,1,18,27.38,0
4,1,19,26.97,0
4,1,20,26.81,0
4,1,21,26.73,0
4,1,22,26.65,0
4,1,23,26.48,0
4,2,0,26.23,0
4,2,1,25.95,0
4,2,2,25.76,0
4,2,3,25.61,0
4,2,4,25.48,0
4,2,5,25.38,0
4,2,6,25.73,74.23
4,2,7,27.22,313.63
4,2,8,28.83,552.03
4,2,9,30.23,750.92
4,2,10,31.19,901.9
4,2,11,31.6,946.76
4,2,12,31.56,931.28
4,2,13,31.12,856.65
4,2,14,30.51,729.91
4,2,15,29.79,547.42
4,2,16,28.95,316.62
4,2,17,27.97,84.94
4,2,18,27.1,0
4,2,19,26.83,0
4,2,20,26.77,0
4,2,21,26.76,0
4,2,22,26.73,0
4,2,23,26.65,0
4,3,0,26.51,0
4,3,1,26.37,0
4,3,2,26.21,0
4,3,3,26.1,0
4,3,4,26,0
4,3,5,25.9,0
4,3,6,26.26,76.05
4,3,7,27.75,314.94
4,3,8,29.4,556.88
4,3,9,30.83,761.74
4,3,10,31.76,901.27
4,3,11,32.05,958.22
4,3,12,31.9,942.46
4,3,13,31.35,850.92
4,3,14,30.63,727.44
4,3,15,29.83,538.26
4,3,16,28.96,322.42
4,3,17,27.97,85.71
4,3,18,27.17,0
4,3,19,26.82,0
4,3,20,26.7,0
4,3,21,26.51,0
4,3,22,26.3,0
4,3,23,26.18,0
4,4,0,26.13,0
4,4,1,26.12,0
4,4,2,26.12,0
4,4,3,26.19,0
4,4,4,26.23,0
4,4,5,26.15,0
4,4,6,26.39,75.26
4,4,7,27.77,312.7
4,4,8,29.33,550.64
4,4,9,30.65,751.2
4,4,10,31.51,900.48
4,4,11,31.85,950.34
4,4,12,31.78,909.73
4,4,13,31.42,865.91
4,4,14,30.8,721.15
4,4,15,29.97,498.01
4,4,16,29.16,275.68
4,4,17,28.22,69.1
4,4,18,27.3,0
4,4,19,26.87,0
4,4,20,26.74,0
4,4,21,26.69,0
4,4,22,26.61,0
4,4,23,26.51,0
4,5,0,26.4,0
4,5,1,26.3,0
4,5,2,26.24,0
4,5,3,26.17,0
4,5,4,26.05,0
4,5,5,25.97,0
4,5,6,26.21,64.46
4,5,7,27.32,254.72
4,5,8,28.55,525.03
4,5,9,29.65,701.76
4,5,10,30.47,866.51
4,5,11,30.83,900.58
4,5,12,30.56,769.79
4,5,13,30.06,759.76
4,5,14,29.68,644.41
4,5,15,29.33,475.21
4,5,16,28.83,261.21
4,5,17,28.1,63.49
4,5,18,27.23,0
4,5,19,26.76,0
4,5,20,26.55,0
4,5,21,26.44,0
4,5,22,26.37,0
4,5,23,26.3,0
4,6,0,26.17,0
4,6,1,26.04,0
4,6,2,25.91,0
4,6,3,25.76,0
4,6,4,25.72,0
4,6,5,25.7,0
4,6,6,26.15,57.41
4,6,7,27.53,195.62
4,6,8,28.9,348.65
4,6,9,29.96,476.16
4,6,10,30.83,635.91
4,6,11,31.43,798.2
4,6,12,31.46,881.43
4,6,13,31.37,706.16
4,6,14,30.8,449.47
4,6,15,30.14,429.71
4,6,16,29.29,251.87
4,6,17,28.06,70.41
4,6,18,26.89,0
4,6,19,26.32,0
4,6,20,26.15,0
4,6,21,26.09,0
4,6,22,26.08,0
4,6,23,26.07,0
4,7,0,26.05,0
4,7,1,26.01,0
4,7,2,25.95,0
4,7,3,25.88,0
4,7,4,25.76,0
4,7,5,25.65,0
4,7,6,25.8,66.19
4,7,7,26.63,236.02
4,7,8,27.92,452.81
4,7,9,29.29,586.08
4,7,10,30.19,678.57
4,7,11,30.72,776.23
4,7,12,30.46,776
4,7,13,30.07,651.01
4,7,14,29.53,506.05
4,7,15,28.82,303.67
4,7,16,27.99,94
4,7,17,27.09,37.3
4,7,18,26.4,0
4,7,19,26.08,0
4,7,20,26,0
4,7,21,25.94,0
4,7,22,25.86,0
4,7,23,25.75,0
4,8,0,25.65,0
4,8,1,25.58,0
4,8,2,25.54,0
4,8,3,25.55,0
4,8,4,25.56,0
4,8,5,25.55,0
4,8,6,25.62,75.99
4,8,7,26.1,293.2
4,8,8,26.77,520.13
4,8,9,27.43,690.26
4,8,10,28.09,843.94
4,8,11,28.83,922.22
4,8,12,29.55,914.92
4,8,13,30.12,767.96
4,8,14,30.27,687.52
4,8,15,30.15,522.3
4,8,16,29.56,297.84
4,8,17,28.6,76.82
4,8,18,27.43,0
4,8,19,26.62,0
4,8,20,26.17,0
4,8,21,25.98,0
4,8,22,25.9,0
4,8,23,25.77,0
4,9,0,25.64,0
4,9,1,25.55,0
4,9,2,25.48,0
4,9,3,25.35,0
4,9,4,25.08,0
4,9,5,24.98,0
4,9,6,25.82,77.79
4,9,7,27.55,297.8
4,9,8,29.33,532.73
4,9,9,30.65,727.01
4,9,10,31.52,863.98
4,9,11,32.08,921.45
4,9,12,32.3,898.86
4,9,13,32.08,806.45
4,9,14,31.34,714.02
4,9,15,30.67,542.54
4,9,16,29.69,314.22
4,9,17,28.38,82.56
4,9,18,27.18,0
4,9,19,26.55,0
4,9,20,26.33,0
4,9,21,26.24,0
4,9,22,26.15,0
4,9,23,26.05,0
4,10,0,25.94,0
4,10,1,25.83,0
4,10,2,25.77,0
4,10,3,25.76,0
4,10,4,25.82,0
4,10,5,25.78,0
4,10,6,26.23,79.11
4,10,7,27.64,273.12
4,10,8,29.15,522.05
4,10,9,30.34,719.6
4,10,10,31.16,857.79
4,10,11,31.49,926.91
4,10,12,31.48,805.12
4,10,13,31.23,790.41
4,10,14,30.76,657.31
4,10,15,29.94,411.45
4,10,16,29.07,220.48
4,10,17,27.99,53.83
4,10,18,26.91,0
4,10,19,26.49,0
4,10,20,26.37,0
4,10,21,26.34,0
4,10,22,26.3,0
4,10,23,26.17,0
4,11,0,26.05,0
4,11,1,25.9,0
4,11,2,25.82,0
4,11,3,25.72,0
4,11,4,25.63,0
4,11,5,25.64,0
4,11,6,26.07,53.77
4,11,7,27.24,196.06
4,11,8,28.52,379.13
4,11,9,29.34,505.11
4,11,10,29.87,625.12
4,11,11,29.93,647.15
4,11,12,29.84,535.27
4,11,13,29.73,607.05
4,11,14,29.5,363.61
4,11,15,29.05,104.7
4,11,16,28.37,48.66
4,11,17,27.58,25.32
4,11,18,26.83,0
4,11,19,26.39,0
4,11,20,26.14,0
4,11,21,26.02,0
4,11,22,25.96,0
4,11,23,25.92,0
4,12,0,25.85,0
4,12,1,25.77,0
4,12,2,25.71,0
4,12,3,25.7,0
4,12,4,25.65,0
4,12,5,25.65,0
4,12,6,25.83,63.79
4,12,7,26.49,216.14
4,12,8,27.56,425.29
4,12,9,28.39,611.31
4,12,10,28.92,703.2
4,12,11,29.19,730.23
4,12,12,29.36,722.2
4,12,13,29.2,660.27
4,12,14,28.84,559.64
4,12,15,28.45,437.14
4,12,16,28.08,224.08
4,12,17,27.61,61.27
4,12,18,27.12,0
4,12,19,26.87,0
4,12,20,26.72,0
4,12,21,26.64,0
4,12,22,26.55,0
4,12,23,26.4,0
4,13,0,26.3,0
4,13,1,26.26,0
4,13,2,26.15,0
4,13,3,25.99,0
4,13,4,25.83,0
4,13,5,25.76,0
4,13,6,26.08,76.75
4,13,7,26.86,279.55
4,13,8,27.94,509.97
4,13,9,28.96,711.17
4,13,10,29.84,850
4,13,11,30.33,934.92
4,13,12,30.38,932.05
4,13,13,30.13,826.48
4,13,14,29.62,700.95
4,13,15,28.99,480.45
4,13,16,28.3,267.63
4,13,17,27.58,71.12
4,13,18,26.87,0
4,13,19,26.55,0
4,13,20,26.48,0
4,13,21,26.49,0
4,13,22,26.42,0
4,13,23,26.3,0
4,14,0,26.12,0
4,14,1,25.98,0
4,14,2,25.88,0
4,14,3,25.8,0
4,14,4,25.7,0
4,14,5,25.76,0
4,14,6,26.16,94.56
4,14,7,27.3,322.08
4,14,8,28.65,568.36
4,14,9,29.94,767.92
4,14,10,30.9,902.92
4,14,11,31.46,949.23
4,14,12,31.58,946.7
4,14,13,31.26,799.98
4,14,14,30.79,717.63
4,14,15,30.19,522.66
4,14,16,29.38,302.34
4,14,17,28.21,75.12
4,14,18,27.09,0
4,14,19,26.74,0
4,14,20,26.65,0
4,14,21,26.63,0
4,14,22,26.56,0
4,14,23,26.4,0
4,15,0,26.23,0
4,15,1,26.08,0
4,15,2,26.05,0
4,15,3,26.07,0
4,15,4,26.09,0
4,15,5,26.1,0
4,15,6,26.31,98.27
4,15,7,27.05,310.14
4,15,8,27.99,550.09
4,15,9,28.9,736.01
4,15,10,29.63,844.7
4,15,11,30,912.09
4,15,12,30.05,804.06
4,15,13,29.8,796.78
4,15,14,29.43,692.91
4,15,15,29.03,451.5
4,15,16,28.58,228.73
4,15,17,27.95,59.11
4,15,18,27.23,0
4,15,19,26.81,0
4,15,20,26.6,0
4,15,21,26.44,0
4,15,22,26.32,0
4,15,23,26.19,0
4,16,0,26.07,0
4,16,1,25.96,0
4,16,2,25.88,0
4,16,3,25.83,0
4,16,4,25.76,0
4,16,5,25.64,0
4,16,6,26.11,54.04
4,16,7,27.38,168.41
4,16,8,28.87,309.23
4,16,9,30.12,493.32
4,16,10,31.08,673.45
4,16,11,31.71,721.91
4,16,12,31.83,549.33
4,16,13,31.33,414.41
4,16,14,30.64,305.02
4,16,15,29.43,241.03
4,16,16,28.34,111.02
4,16,17,27.44,43.98
4,16,18,26.78,0
4,16,19,26.43,0
4,16,20,26.21,0
4,16,21,26.08,0
4,16,22,26.05,0
4,16,23,25.95,0
4,17,0,25.81,0
4,17,1,25.66,0
4,17,2,25.6,0
4,17,3,25.57,0
4,17,4,25.58,0
4,17,5,25.61,0
4,17,6,25.88,43.92
4,17,7,26.72,182.59
4,17,8,27.87,351.59
4,17,9,29.05,530.38
4,17,10,30.08,650.04
4,17,11,30.77,724.11
4,17,12,30.85,682.62
4,17,13,30.79,542.66
4,17,14,30.35,494.17
4,17,15,29.69,319.45
4,17,16,28.87,169.25
4,17,17,28.03,46.39
4,17,18,27.19,0
4,17,19,26.69,0
4,17,20,26.44,0
4,17,21,26.34,0
4,17,22,26.26,0
4,17,23,26.17,0
4,18,0,26.08,0
4,18,1,26.03,0
4,18,2,25.98,0
4,18,3,25.95,0
4,18,4,25.94,0
4,18,5,25.94,0
4,18,6,26.22,81.05
4,18,7,27.05,232.88
4,18,8,27.97,451.59
4,18,9,28.73,676.69
4,18,10,29.31,763.02
4,18,11,29.66,807.09
4,18,12,29.8,783.8
4,18,13,29.68,571.88
4,18,14,29.27,469.51
4,18,15,28.65,219.53
4,18,16,28.02,168.8
4,18,17,27.33,40.66
4,18,18,26.69,0
4,18,19,26.4,0
4,18,20,26.31,0
4,18,21,26.24,0
4,18,22,26.12,0
4,18,23,25.98,0
4,19,0,25.84,0
4,19,1,25.74,0
4,19,2,25.66,0
4,19,3,25.62,0
4,19,4,25.58,0
4,19,5,25.55,0
4,19,6,26.06,97.88
4,19,7,27.43,320.38
4,19,8,28.76,573.95
4,19,9,29.81,770.94
4,19,10,30.85,865.12
4,19,11,31.6,912.4
4,19,12,31.82,813.54
4,19,13,31.55,632.02
4,19,14,30.78,614.46
4,19,15,29.96,396.42
4,19,16,29.11,218.91
4,19,17,28.1,57.57
4,19,18,27.24,0
4,19,19,26.94,0
4,19,20,26.89,0
4,19,21,26.83,0
4,19,22,26.72,0
4,19,23,26.58,0
4,20,0,26.47,0
4,20,1,26.37,0
4,20,2,26.31,0
4,20,3,26.27,0
4,20,4,26.23,0
4,20,5,26.08,0
4,20,6,26.58,104.52
4,20,7,28.23,333.66
4,20,8,29.9,569.78
4,20,9,31.24,741.89
4,20,10,31.95,878.35
4,20,11,31.99,939.91
4,20,12,31.82,875.91
4,20,13,31.48,740.05
4,20,14,30.87,675.7
4,20,15,30.09,441.3
4,20,16,29.17,222.84
4,20,17,28.16,58.08
4,20,18,27.37,0
4,20,19,27.02,0
4,20,20,26.89,0
4,20,21,26.82,0
4,20,22,26.75,0
4,20,23,26.68,0
4,21,0,26.56,0
4,21,1,26.43,0
4,21,2,26.29,0
4,21,3,26.24,0
4,21,4,26.25,0
4,21,5,26.23,0
4,21,6,26.51,72.26
4,21,7,27.41,228.27
4,21,8,28.59,365.13
4,21,9,29.6,438.49
4,21,10,30.33,557.21
4,21,11,30.65,670.83
4,21,12,30.51,663.79
4,21,13,30.05,638.61
4,21,14,29.33,528.53
4,21,15,28.58,360.79
4,21,16,27.83,192.55
4,21,17,27.09,56.76
4,21,18,26.46,0
4,21,19,26.15,0
4,21,20,25.99,0
4,21,21,25.9,0
4,21,22,25.82,0
4,21,23,25.72,0
4,22,0,25.57,0
4,22,1,25.44,0
4,22,2,25.37,0
4,22,3,25.2,0
4,22,4,25.08,0
4,22,5,25.02,0
4,22,6,25.44,72.2
4,22,7,26.64,220.43
4,22,8,27.8,373.09
4,22,9,28.7,586.84
4,22,10,29.4,690.25
4,22,11,29.93,757.14
4,22,12,30.15,765.79
4,22,13,30.26,713.6
4,22,14,30.08,605.68
4,22,15,29.69,406.05
4,22,16,29.03,232.72
4,22,17,28.11,63.47
4,22,18,27.06,0
4,22,19,26.57,0
4,22,20,26.36,0
4,22,21,26.24,0
4,22,22,26.08,0
4,22,23,25.92,0
4,23,0,25.76,0
4,23,1,25.61,0
4,23,2,25.48,0
4,23,3,25.42,0
4,23,4,25.4,0
4,23,5,25.37,0
4,23,6,25.78,93.7
4,23,7,26.83,292.14
4,23,8,27.94,485.83
4,23,9,29.04,667.39
4,23,10,29.9,718.7
4,23,11,30.5,786.89
4,23,12,30.66,813.54
4,23,13,30.49,692.4
4,23,14,30.11,651.3
4,23,15,29.58,475.91
4,23,16,28.91,269.59
4,23,17,28.06,69.16
4,23,18,27.06,0
4,23,19,26.54,0
4,23,20,26.3,0
4,23,21,26.16,0
4,23,22,26.07,0
4,23,23,25.95,0
4,24,0,25.85,0
4,24,1,25.76,0
4,24,2,25.7,0
4,24,3,25.62,0
4,24,4,25.61,0
4,24,5,25.66,0
4,24,6,26.12,88.77
4,24,7,27.13,249.13
4,24,8,28.05,443.3
4,24,9,29.01,657.04
4,24,10,29.83,744.95
4,24,11,30.38,809.88
4,24,12,30.59,751.9
4,24,13,30.55,716.91
4,24,14,30.33,576.91
4,24,15,29.99,448.68
4,24,16,29.46,257.57
4,24,17,28.55,72.82
4,24,18,27.4,0
4,24,19,26.87,0
4,24,20,26.65,0
4,24,21,26.54,0
4,24,22,26.44,0
4,24,23,26.33,0
4,25,0,26.21,0
4,25,1,26.15,0
4,25,2,26.01,0
4,25,3,25.9,0
4,25,4,25.75,0
4,25,5,25.52,0
4,25,6,26.21,124.12
4,25,7,27.65,353.08
4,25,8,29.05,583.76
4,25,9,30.03,759.95
4,25,10,30.7,902.47
4,25,11,30.92,954.95
4,25,12,30.88,936.76
4,25,13,30.9,793.59
4,25,14,30.71,682.27
4,25,15,30.26,536.87
4,25,16,29.62,306.54
4,25,17,28.65,78.53
4,25,18,27.54,0
4,25,19,27,0
4,25,20,26.76,0
4,25,21,26.62,0
4,25,22,26.48,0
4,25,23,26.38,0
4,26,0,26.25,0
4,26,1,26.19,0
4,26,2,26.17,0
4,26,3,26.23,0
4,26,4,26.42,0
4,26,5,26.44,0
4,26,6,27.03,114.11
4,26,7,28.33,324.87
4,26,8,29.65,540.23
4,26,9,30.88,710.83
4,26,10,31.74,872.88
4,26,11,32.23,902.92
4,26,12,32.35,852.13
4,26,13,31.73,814.95
4,26,14,31.22,661.73
4,26,15,30.55,518.17
4,26,16,29.85,291.66
4,26,17,29.05,77.08
4,26,18,28.19,0
4,26,19,27.73,0
4,26,20,27.51,0
4,26,21,27.41,0
4,26,22,27.32,0
4,26,23,27.19,0
4,27,0,27.02,0
4,27,1,26.85,0
4,27,2,26.73,0
4,27,3,26.65,0
4,27,4,26.58,0
4,27,5,26.47,0
4,27,6,27.08,94.3
4,27,7,28.34,280.16
4,27,8,29.59,487.19
4,27,9,30.76,693.88
4,27,10,31.73,874.16
4,27,11,32.29,943.84
4,27,12,32.6,708.41
4,27,13,32.49,801.16
4,27,14,31.76,597.08
4,27,15,30.76,470.44
4,27,16,29.87,264.15
4,27,17,29.03,67.65
4,27,18,28.26,0
4,27,19,27.87,0
4,27,20,27.69,0
4,27,21,27.62,0
4,27,22,27.55,0
4,27,23,27.36,0
4,28,0,27.17,0
4,28,1,27.01,0
4,28,2,26.91,0
4,28,3,26.87,0
4,28,4,26.76,0
4,28,5,26.77,0
4,28,6,27.28,62.33
4,28,7,28.03,157.45
4,28,8,28.87,305.81
4,28,9,29.66,364.98
4,28,10,30.32,397.52
4,28,11,30.85,615.6
4,28,12,31.08,683.68
4,28,13,30.96,657.39
4,28,14,30.63,594.92
4,28,15,30.11,403.84
4,28,16,29.44,203.53
4,28,17,28.65,58.77
4,28,18,27.87,0
4,28,19,27.54,0
4,28,20,27.44,0
4,28,21,27.4,0
4,28,22,27.35,0
4,28,23,27.29,0
4,29,0,27.26,0
4,29,1,27.19,0
4,29,2,27.08,0
4,29,3,26.99,0
4,29,4,26.96,0
4,29,5,27,0
4,29,6,27.12,92.03
4,29,7,27.42,264.48
4,29,8,27.71,445.2
4,29,9,27.98,643.53
4,29,10,28.28,774.55
4,29,11,28.51,819.17
4,29,12,28.64,803.45
4,29,13,28.59,591.59
4,29,14,28.46,437.95
4,29,15,28.25,278.98
4,29,16,27.98,104.27
4,29,17,27.71,37.34
4,29,18,27.4,0
4,29,19,27.28,0
4,29,20,27.14,0
4,29,21,26.92,0
4,29,22,26.86,0
4,29,23,26.94,0
4,30,0,27.05,0
4,30,1,27.01,0
4,30,2,26.98,0
4,30,3,26.98,0
4,30,4,26.94,0
4,30,5,26.83,0
4,30,6,27.09,52.68
4,30,7,27.38,138.54
4,30,8,27.7,267.38
4,30,9,28.04,335.38
4,30,10,28.25,389.63
4,30,11,28.4,359.76
4,30,12,28.62,220.87
4,30,13,28.87,111.5
4,30,14,29.05,84.4
4,30,15,28.76,67.09
4,30,16,28.19,54.8
4,30,17,27.55,30.97
4,30,18,27.09,0
4,30,19,27.01,0
4,30,20,26.94,0
4,30,21,26.87,0
4,30,22,26.82,0
4,30,23,26.85,0
5,1,0,26.91,0
5,1,1,26.93,0
5,1,2,26.94,0
5,1,3,26.96,0
5,1,4,26.97,0
5,1,5,26.95,0
5,1,6,27.06,86.88
5,1,7,27.39,275.44
5,1,8,28.01,462.34
5,1,9,28.87,656.91
5,1,10,29.4,813.5
5,1,11,29.47,916.63
5,1,12,29.02,795.55
5,1,13,28.62,741.52
5,1,14,28.44,590.13
5,1,15,28.26,457.7
5,1,16,27.99,267.2
5,1,17,27.6,74.07
5,1,18,27.24,0
5,1,19,27.24,0
5,1,20,27.28,0
5,1,21,27.3,0
5,1,22,27.3,0
5,1,23,27.24,0
5,2,0,27.16,0
5,2,1,27.07,0
5,2,2,26.99,0
5,2,3,26.98,0
5,2,4,26.98,0
5,2,5,26.98,0
5,2,6,27.27,125.57
5,2,7,27.87,344.34
5,2,8,28.79,569.86
5,2,9,29.53,770.45
5,2,10,30.23,902.12
5,2,11,30.97,956.95
5,2,12,31.34,858.16
5,2,13,31.2,873.76
5,2,14,30.87,721.21
5,2,15,30.26,556.36
5,2,16,29.5,322.36
5,2,17,28.69,89.65
5,2,18,28.08,0
5,2,19,27.91,0
5,2,20,27.85,0
5,2,21,27.81,0
5,2,22,27.73,0
5,2,23,27.62,0
5,3,0,27.42,0
5,3,1,27.16,0
5,3,2,27.08,0
5,3,3,27.15,0
5,3,4,27.05,0
5,3,5,26.87,0
5,3,6,27.44,138.88
5,3,7,28.3,368.44
5,3,8,29.8,606.19
5,3,9,31.01,799.84
5,3,10,32.05,926
5,3,11,32.84,973.57
5,3,12,32.99,970.05
5,3,13,32.62,880.15
5,3,14,31.93,748.04
5,3,15,31,560.09
5,3,16,29.89,323.98
5,3,17,28.84,86.61
5,3,18,28.19,0
5,3,19,28.02,0
5,3,20,27.9,0
5,3,21,27.83,0
5,3,22,27.78,0
5,3,23,27.66,0
5,4,0,27.46,0
5,4,1,27.29,0
5,4,2,27.15,0
5,4,3,27,0
5,4,4,26.78,0
5,4,5,26.7,7.32
5,4,6,27.2,90.83
5,4,7,28.07,253.02
5,4,8,29.48,436.11
5,4,9,30.76,665.57
5,4,10,31.84,697.3
5,4,11,32.6,739.41
5,4,12,32.75,710.3
5,4,13,32.34,627.53
5,4,14,31.73,555.16
5,4,15,31,443.85
5,4,16,30.14,241.8
5,4,17,29.25,69.16
5,4,18,28.53,0
5,4,19,28.28,0
5,4,20,28.12,0
5,4,21,28,0
5,4,22,27.91,0
5,4,23,27.76,0
5,5,0,27.57,0
5,5,1,27.4,0
5,5,2,27.23,0
5,5,3,27.13,0
5,5,4,27.03,0
5,5,5,26.93,7.03
5,5,6,27.12,123.42
5,5,7,28.02,344.21
5,5,8,29.24,574.14
5,5,9,30.2,737.07
5,5,10,31,903.2
5,5,11,31.65,933.98
5,5,12,31.98,900.56
5,5,13,31.86,830.66
5,5,14,31.3,617.23
5,5,15,30.4,449.43
5,5,16,29.24,250.87
5,5,17,28.2,65.93
5,5,18,27.72,0
5,5,19,27.69,0
5,5,20,27.68,0
5,5,21,27.6,0
5,5,22,27.52,0
5,5,23,27.48,0
5,6,0,27.41,0
5,6,1,27.35,0
5,6,2,27.26,0
5,6,3,27.13,0
5,6,4,27.01,0
5,6,5,26.83,7.06
5,6,6,27.24,119.16
5,6,7,28.23,343.9
5,6,8,29.41,565.8
5,6,9,30.61,738.78
5,6,10,32.09,857.97
5,6,11,32.82,916.57
5,6,12,32.65,867.16
5,6,13,32.1,784.17
5,6,14,31.44,531.81
5,6,15,30.56,320.49
5,6,16,29.47,178.41
5,6,17,28.37,58.39
5,6,18,27.65,0
5,6,19,27.46,0
5,6,20,27.4,0
5,6,21,27.29,0
5,6,22,27.12,0
5,6,23,26.9,0
5,7,0,26.73,0
5,7,1,26.65,0
5,7,2,26.62,0
5,7,3,26.6,0
5,7,4,26.51,0
5,7,5,26.36,7
5,7,6,26.77,110.05
5,7,7,27.98,325.15
5,7,8,29.49,561.41
5,7,9,31.05,718.37
5,7,10,32.19,859.48
5,7,11,32.78,835.78
5,7,12,32.62,791.44
5,7,13,32.15,715.89
5,7,14,31.48,559.12
5,7,15,30.62,379.88
5,7,16,29.45,198.66
5,7,17,28.19,57.3
5,7,18,27.38,0
5,7,19,27.19,0
5,7,20,27.12,0
5,7,21,27.06,0
5,7,22,27.08,0
5,7,23,27.03,0
5,8,0,26.96,0
5,8,1,26.89,0
5,8,2,26.82,0
5,8,3,26.81,0
5,8,4,26.83,0
5,8,5,26.68,6.95
5,8,6,27.13,113.47
5,8,7,28.32,331.98
5,8,8,29.8,559.28
5,8,9,31.24,753.71
5,8,10,32.34,886.66
5,8,11,32.84,947.45
5,8,12,32.8,944.83
5,8,13,32.48,832.75
5,8,14,31.86,662.38
5,8,15,31.04,531.98
5,8,16,29.94,306.24
5,8,17,28.73,82.62
5,8,18,27.81,0
5,8,19,27.52,0
5,8,20,27.49,0
5,8,21,27.48,0
5,8,22,27.44,0
5,8,23,27.34,0
5,9,0,27.28,0
5,9,1,27.24,0
5,9,2,27.17,0
5,9,3,27.12,0
5,9,4,27.06,0
5,9,5,27.08,6.71
5,9,6,27.28,96.18
5,9,7,27.45,284.88
5,9,8,27.71,486.23
5,9,9,28.03,733.73
5,9,10,28.45,851.2
5,9,11,28.99,903.55
5,9,12,29.5,898.62
5,9,13,29.84,721.46
5,9,14,29.88,612.23
5,9,15,29.57,375.01
5,9,16,28.94,147.57
5,9,17,28.23,55.04
5,9,18,27.68,0
5,9,19,27.51,0
5,9,20,27.46,0
5,9,21,27.44,0
5,9,22,27.39,0
5,9,23,27.3,0
5,10,0,27.15,0
5,10,1,27.05,0
5,10,2,26.96,0
5,10,3,26.85,0
5,10,4,26.73,0
5,10,5,26.64,6.11
5,10,6,26.91,66.11
5,10,7,27.21,201.8
5,10,8,27.62,347.16
5,10,9,28.18,424.27
5,10,10,28.82,442.77
5,10,11,29.4,504.77
5,10,12,29.78,601.82
5,10,13,30.02,563.69
5,10,14,30.09,503.3
5,10,15,29.82,350.04
5,10,16,29.23,195.4
5,10,17,28.16,54.71
5,10,18,27.49,0
5,10,19,27.28,0
5,10,20,27.19,0
5,10,21,27.12,0
5,10,22,27.01,0
5,10,23,26.87,0
5,11,0,26.88,0
5,11,1,26.95,0
5,11,2,26.98,0
5,11,3,26.93,0
5,11,4,26.8,0
5,11,5,26.72,6.37
5,11,6,27.15,98.39
5,11,7,27.94,257.45
5,11,8,28.99,484.16
5,11,9,30.35,659.49
5,11,10,31.15,786.32
5,11,11,31.55,841.66
5,11,12,31.75,827.79
5,11,13,31.49,724.58
5,11,14,30.91,531.38
5,11,15,30.09,432.99
5,11,16,29.08,250.84
5,11,17,28.25,77.71
5,11,18,27.78,0
5,11,19,27.65,0
5,11,20,27.57,0
5,11,21,27.48,0
5,11,22,27.36,0
5,11,23,27.13,0
5,12,0,26.88,0
5,12,1,26.71,0
5,12,2,26.6,0
5,12,3,26.55,0
5,12,4,26.48,0
5,12,5,26.45,7.02
5,12,6,26.94,115.84
5,12,7,27.98,333.95
5,12,8,29.19,570.02
5,12,9,30.4,765.56
5,12,10,31.29,879.5
5,12,11,32.05,922.23
5,12,12,32.33,826.13
5,12,13,32.26,836.54
5,12,14,31.83,691.38
5,12,15,31.2,533.82
5,12,16,30.24,298.76
5,12,17,29.01,84.54
5,12,18,27.87,0
5,12,19,27.49,0
5,12,20,27.37,0
5,12,21,27.33,0
5,12,22,27.26,0
5,12,23,27.19,0
5,13,0,27.08,0
5,13,1,26.98,0
5,13,2,26.93,0
5,13,3,26.9,0
5,13,4,26.87,0
5,13,5,26.79,6.98
5,13,6,27.09,116.24
5,13,7,28.12,347.35
5,13,8,29.23,567.2
5,13,9,30.39,752.07
5,13,10,31.48,881.55
5,13,11,32.1,936.1
5,13,12,32.43,800.59
5,13,13,32.12,828.92
5,13,14,31.67,659.31
5,13,15,31.01,450.77
5,13,16,30.09,247.75
5,13,17,29,70.02
5,13,18,28.1,0
5,13,19,27.8,0
5,13,20,27.78,0
5,13,21,27.78,0
5,13,22,27.75,0
5,13,23,27.75,0
5,14,0,27.62,0
5,14,1,27.53,0
5,14,2,27.48,0
5,14,3,27.48,0
5,14,4,27.49,0
5,14,5,27.44,6.88
5,14,6,27.42,113.07
5,14,7,27.48,327.15
5,14,8,27.64,555.77
5,14,9,27.83,724.76
5,14,10,28.07,841.61
5,14,11,28.39,735.47
5,14,12,29.05,750.26
5,14,13,29.7,740.8
5,14,14,30.03,546.63
5,14,15,30.08,114.2
5,14,16,29.56,139.3
5,14,17,28.6,44.57
5,14,18,27.86,0
5,14,19,27.68,0
5,14,20,27.64,0
5,14,21,27.66,0
5,14,22,27.62,0
5,14,23,27.57,0
5,15,0,27.65,0
5,15,1,27.57,0
5,15,2,27.38,0
5,15,3,27.14,0
5,15,4,26.84,0
